,住宿场所名称,省份,城市,商圈,星级,是否为客栈,房间数,评分,评论数,城市平均实住间夜,酒店总订单,酒店总间夜,酒店实住订单,酒店实住间夜,酒店直销订单,酒店直销间夜,酒店直销实住订单,酒店直销实住间夜,酒店直销拒单,酒店直销拒单率,城市直销订单,城市直销拒单率
7625,鞍山钟灵农家院,辽宁,鞍山,千山风景区,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7626,鞍山时代广场铂尔曼酒店,辽宁,鞍山,鞍山站东山风景区,五星级/豪华,OTA,331,4.53399992,236,26.36,138,223,95,144,1,1,1,1,0,0.0,3924.0,0.0461
7627,岫岩万景快捷客房,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,3.615380049,4,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7628,鞍山满园春酒店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7629,鞍山感王迎宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7630,鞍山君来旅馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,18,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7631,鞍山聚会山庄,辽宁,鞍山,千山风景区,二星及其他,低星,9,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7632,鞍山帅都宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,40,4.142859936,3,26.36,15,23,9,12,15,23,9,12,2,0.1333,3924.0,0.0461
7633,鞍山台北宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7634,鞍山东方明珠大酒店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7635,鞍山斑吉璞邸连锁旅馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,79,4.050590038,72,26.36,58,89,45,68,56,81,44,66,0,0.0,3924.0,0.0461
7636,鞍山海城春天时尚宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,50,4.154349804,24,26.36,10,14,5,7,9,13,5,7,0,0.0,3924.0,0.0461
7637,鞍山芒果公寓酒店,辽宁,鞍山,鞍山站,二星及其他,低星,33,3.809520006,6,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7638,鞍山香车宝马大酒店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,42,4.130459785,234,26.36,54,62,46,53,54,62,46,53,0,0.0,3924.0,0.0461
7639,鞍山卡米拉商务酒店,辽宁,鞍山,东山风景区,四星级/高档,OTA,123,4.419010162,208,26.36,56,67,41,45,1,1,1,1,0,0.0,3924.0,0.0461
7640,鞍山隆升华晨商务会馆,辽宁,鞍山,鞍山站,三星级/舒适,低星,91,4.594200134,70,26.36,37,42,17,18,25,29,14,15,4,0.16,3924.0,0.0461
7641,鞍山信利宾馆解放路店,辽宁,鞍山,鞍山站,二星及其他,低星,20,3.819519997,22,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7642,鞍山悦来园宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,78,3.433330059,8,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7643,鞍山三元招待所,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,15,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7644,鞍山华成招待所,辽宁,鞍山,鞍山站,二星及其他,低星,30,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7645,鞍山县园林招待所岫岩店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,15,4.0,1,26.36,3,3,2,2,3,3,2,2,1,0.3333,3924.0,0.0461
7646,鞍山五华宾馆,辽宁,鞍山,鞍山站,二星及其他,低星,20,5.0,2,26.36,1,1,1,1,1,1,1,1,1,1.0,3924.0,0.0461
7647,鞍山建安主题宾馆,辽宁,鞍山,鞍山站,二星及其他,低星,39,4.527170181,125,26.36,82,96,59,70,75,89,54,65,3,0.04,3924.0,0.0461
7648,汉庭鞍山火车站酒店,辽宁,鞍山,鞍山站,经济型,低星,132,4.584229946,292,26.36,110,142,70,84,20,25,9,11,0,0.0,3924.0,0.0461
7649,海城碧桂园凤凰酒店,辽宁,鞍山,鞍山站东山风景区,五星级/豪华,OTA,134,4.74214983,167,26.36,56,69,38,44,1,1,1,1,0,0.0,3924.0,0.0461
7650,佳泰连锁商务宾馆鞍山岫岩店,辽宁,鞍山,鞍山站东山风景区,经济型,低星,64,4.023920059,50,26.36,34,46,28,38,23,30,18,23,0,0.0,3924.0,0.0461
7651,海城市正兴商务宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,56,4.235599995,25,26.36,56,84,45,67,56,84,45,67,1,0.0179,3924.0,0.0461
7652,海城景朝宾馆北关店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,36,4.529799938,23,26.36,27,33,20,23,26,32,20,23,3,0.1154,3924.0,0.0461
7653,佳泰连锁商务宾馆海城中心街店,辽宁,鞍山,鞍山站东山风景区,经济型,低星,54,3.822000027,49,26.36,19,23,10,10,18,22,9,9,6,0.3333,3924.0,0.0461
7654,岫岩满族自治县石油宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,27,4.611810207,80,26.36,6,6,3,3,4,4,2,2,0,0.0,3924.0,0.0461
7655,鞍山金脉天池温泉会馆,辽宁,鞍山,千山风景区,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7656,海城市绿中海温泉假日酒店,辽宁,鞍山,鞍山站东山风景区,三星级/舒适,低星,133,4.217490196,142,26.36,14,28,6,10,9,18,2,3,4,0.4444,3924.0,0.0461
7657,海城瑞格商务酒店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,94,4.208250046,98,26.36,21,23,15,16,21,23,15,16,0,0.0,3924.0,0.0461
7658,鞍山驿家宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,4.654319763,24,26.36,13,15,6,7,13,15,6,7,1,0.0769,3924.0,0.0461
7659,鞍山怡佳宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,4.25,2,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7660,鞍山鞍盛快捷宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,28,3.142859936,9,26.36,8,14,6,6,8,14,6,6,0,0.0,3924.0,0.0461
7661,鞍山隆辉快捷宾馆,辽宁,鞍山,鞍山西站,二星及其他,低星,40,4.596899986,22,26.36,13,18,10,14,13,18,10,14,0,0.0,3924.0,0.0461
7662,鞍山绿舟·卓远商务宾馆,辽宁,鞍山,东山风景区鞍山站,二星及其他,低星,30,3.866839886,35,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7663,鞍山银隆商务旅馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,3.400000095,14,26.36,7,7,4,4,7,7,4,4,0,0.0,3924.0,0.0461
7664,鞍山鑫顺公寓,辽宁,鞍山,鞍山站,二星及其他,低星,44,3.994400024,28,26.36,1,2,1,1,1,2,1,1,1,1.0,3924.0,0.0461
7665,鞍山金豹宾馆,辽宁,鞍山,鞍山站,二星及其他,低星,20,4.173520088,13,26.36,8,8,3,3,8,8,3,3,0,0.0,3924.0,0.0461
7666,佳泰连锁商务宾馆鞍山爱丁堡店,辽宁,鞍山,鞍山站东山风景区,经济型,低星,50,4.293010235,19,26.36,35,41,22,25,33,38,21,23,2,0.0606,3924.0,0.0461
7667,鞍山逸隆宾馆,辽宁,鞍山,鞍山站,二星及其他,低星,48,4.0,3,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7668,海城柒號官邸商务宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,80,4.184919834,33,26.36,4,4,2,2,4,4,2,2,0,0.0,3924.0,0.0461
7669,海城丽丰宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,29,3.979170084,14,26.36,7,7,7,7,7,7,7,7,0,0.0,3924.0,0.0461
7670,鞍山枫叶宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,10,4.187369823,44,26.36,20,44,17,31,20,44,17,31,0,0.0,3924.0,0.0461
7671,鞍山正兴商务宾馆鞍山店,辽宁,鞍山,鞍山站,二星及其他,低星,80,4.318270206,75,26.36,63,77,49,59,56,70,45,55,0,0.0,3924.0,0.0461
7672,鞍山俪晶商务宾馆胜利北路店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,57,4.298079968,78,26.36,12,12,8,8,11,11,8,8,3,0.2727,3924.0,0.0461
7673,鞍山格林东方假日酒店,辽宁,鞍山,鞍山站东山风景区,三星级/舒适,低星,235,4.309229851,458,26.36,243,292,191,235,199,239,162,199,0,0.0,3924.0,0.0461
7674,鞍山金泰商务宾馆立山店,辽宁,鞍山,东山风景区,二星及其他,低星,50,4.565539837,28,26.36,17,20,11,13,17,20,11,13,0,0.0,3924.0,0.0461
7675,鞍山杨山旅店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7676,鞍山金晟园主题宾馆,辽宁,鞍山,鞍山站,二星及其他,低星,35,5.0,5,26.36,5,6,3,4,4,5,3,4,1,0.25,3924.0,0.0461
7677,鞍山同福客栈,辽宁,鞍山,鞍山站,二星及其他,低星,20,4.005829811,14,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7678,鞍山百成宾馆,辽宁,鞍山,鞍山站,二星及其他,低星,20,4.78260994,2,26.36,2,2,1,1,2,2,1,1,1,0.5,3924.0,0.0461
7679,鞍山渤海明珠商务宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,4.459020138,4,26.36,11,11,9,9,11,11,9,9,1,0.0909,3924.0,0.0461
7680,鞍山如意家宾馆,辽宁,鞍山,鞍山西站,二星及其他,低星,20,2.83543992,4,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7681,鞍山嘉水商务宾馆,辽宁,鞍山,东山风景区鞍山站,二星及其他,低星,108,4.296060085,121,26.36,51,68,33,48,49,63,32,44,0,0.0,3924.0,0.0461
7682,鞍山裕和旅馆胜利路店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,3.93565011,29,26.36,14,15,12,13,14,15,12,13,0,0.0,3924.0,0.0461
7683,鞍山水晶宫洗浴酒店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7684,鞍山凯莱宾馆立山店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,40,4.38835001,16,26.36,7,14,1,1,6,11,1,1,3,0.5,3924.0,0.0461
7685,鞍山爱丽舍主题客房,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,4.288340092,22,26.36,5,5,4,4,5,5,4,4,1,0.2,3924.0,0.0461
7686,鞍山时代商务宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,30,3.789999962,15,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7687,鞍山华世博际俱乐部,辽宁,鞍山,东山风景区鞍山站,三星级/舒适,低星,45,4.326439857,97,26.36,65,89,47,67,47,68,37,57,2,0.0426,3924.0,0.0461
7688,鞍山嘉诚宾馆,辽宁,鞍山,鞍山站,二星及其他,低星,11,4.230160236,9,26.36,4,4,1,1,4,4,1,1,4,1.0,3924.0,0.0461
7689,鞍山好客快捷宾馆,辽宁,鞍山,鞍山站,二星及其他,低星,30,3.847719908,73,26.36,15,16,10,11,14,15,10,11,0,0.0,3924.0,0.0461
7690,鞍山好好公寓宾馆二店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,4.852169991,4,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7691,鞍山好好公寓宾馆一店长大店,辽宁,鞍山,东山风景区鞍山站,二星及其他,低星,20,3.421050072,3,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7692,鞍山好好公寓宾馆三店,辽宁,鞍山,鞍山站,二星及其他,低星,30,2.238100052,7,26.36,1,1,1,1,1,1,1,1,1,1.0,3924.0,0.0461
7693,鞍山怡景主题宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,71,3.970259905,62,26.36,54,72,34,45,43,53,27,32,5,0.1163,3924.0,0.0461
7694,鞍山胜家时尚旅馆,辽宁,鞍山,鞍山站,二星及其他,低星,52,4.487050056,18,26.36,23,28,19,22,22,27,18,21,0,0.0,3924.0,0.0461
7695,鞍山家乐美旅店,辽宁,鞍山,鞍山西站,二星及其他,低星,15,4.446100235,8,26.36,2,2,1,1,2,2,1,1,1,0.5,3924.0,0.0461
7696,鞍山华伟宾馆,辽宁,鞍山,鞍山机场,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7697,鞍山奥体宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,26,4.081339836,32,26.36,10,12,7,9,10,12,7,9,0,0.0,3924.0,0.0461
7698,鞍山京泰时尚旅馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,26,4.56554985,20,26.36,63,67,53,57,63,67,53,57,0,0.0,3924.0,0.0461
7699,辽宁鞍山全新精品酒店公寓,辽宁,鞍山,东山风景区,二星及其他,低星,7,3.53553009,0,26.36,4,5,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7700,鞍山嘉水世界商务会馆胜利北路店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,3.669290066,12,26.36,7,14,2,5,7,14,2,5,0,0.0,3924.0,0.0461
7701,台安鑫尔嘉宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7702,鞍山军招二所酒店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,80,4.227469921,45,26.36,18,22,7,7,15,19,7,7,1,0.0667,3924.0,0.0461
7703,鞍山吉祥宾馆湖南店,辽宁,鞍山,东山风景区,二星及其他,低星,20,3.875910044,18,26.36,12,14,12,14,12,14,12,14,0,0.0,3924.0,0.0461
7704,7天酒店鞍山胜利路鞍钢店,辽宁,鞍山,鞍山站东山风景区,经济型,低星,84,4.46393013,130,26.36,62,104,33,53,52,88,28,42,3,0.0577,3924.0,0.0461
7705,鞍山龙源假日温泉酒店,辽宁,鞍山,千山风景区,三星级/舒适,低星,80,3.309859991,16,26.36,1,2,1,2,1,1,1,1,0,0.0,3924.0,0.0461
7706,海城陌陌宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,4.162960052,8,26.36,3,3,1,1,3,3,1,1,0,0.0,3924.0,0.0461
7707,鞍山景园商务宾馆立山店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,4.38462019,38,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7708,鞍山鞍盛快捷宾馆二部,辽宁,鞍山,鞍山西站,二星及其他,低星,33,3.157890081,13,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7709,鞍山林阳宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,30,4.807280064,58,26.36,8,9,5,5,8,9,5,5,0,0.0,3924.0,0.0461
7710,鞍山博泰商务宾馆,辽宁,鞍山,鞍山站,二星及其他,低星,35,4.316510201,105,26.36,6,6,6,6,6,6,6,6,0,0.0,3924.0,0.0461
7711,鞍山金秋宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,11,4.56757021,16,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7712,鞍山哈伦公寓,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,50,4.104969978,18,26.36,3,4,1,1,3,4,1,1,1,0.3333,3924.0,0.0461
7713,鞍山金普商务宾馆大陆街店,辽宁,鞍山,鞍山站,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7714,鞍山万福招待所,辽宁,鞍山,鞍山站,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7715,鞍山青涩回忆旅馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,16,4.752689838,11,26.36,6,6,3,3,6,6,3,3,0,0.0,3924.0,0.0461
7716,鞍山明辉宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,3.5625,8,26.36,4,4,3,3,4,4,3,3,1,0.25,3924.0,0.0461
7717,鞍山尊帝主题宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,2.0,1,26.36,3,5,1,1,3,5,1,1,3,1.0,3924.0,0.0461
7718,佳泰连锁商务宾馆鞍山温泉宾馆,辽宁,鞍山,鞍山站,经济型,低星,20,4.35213995,51,26.36,27,34,13,13,26,32,13,13,1,0.0385,3924.0,0.0461
7719,鞍山金帝帅府宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,130,3.588449955,37,26.36,13,17,12,16,13,17,12,16,1,0.0769,3924.0,0.0461
7720,鞍山玫瑰栖息吧宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,10,4.412590027,8,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7721,鞍山碧泉池养生宾馆,辽宁,鞍山,千山风景区,二星及其他,低星,50,3.71123004,106,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7722,鞍山蓝迪公寓,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,4.129030228,9,26.36,1,1,1,1,1,1,1,1,1,1.0,3924.0,0.0461
7723,鞍山山水温泉度假庄园,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,80,4.533480167,22,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7724,汉庭鞍山电脑城酒店,辽宁,鞍山,鞍山站东山风景区,经济型,低星,65,4.562079906,69,26.36,19,29,12,19,5,12,3,8,0,0.0,3924.0,0.0461
7725,鞍山慕·凯悦商务宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,30,4.258769989,10,26.36,16,17,14,15,16,17,14,15,0,0.0,3924.0,0.0461
7726,鞍山80公寓,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,3.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7727,鞍山蜗居客舍,辽宁,鞍山,鞍山站,二星及其他,低星,23,4.015039921,21,26.36,8,10,4,4,8,10,4,4,1,0.125,3924.0,0.0461
7728,鞍山隆迪商务宾馆,辽宁,鞍山,鞍山站,二星及其他,低星,100,4.096859932,36,26.36,12,17,6,11,12,17,6,11,0,0.0,3924.0,0.0461
7729,鞍山沈阳铁路局千山疗养院,辽宁,鞍山,千山风景区,二星及其他,低星,260,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7730,海城天籁谷温泉酒店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,3.773449898,24,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7731,鞍山华霖商务宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,10,4.075570107,23,26.36,12,18,7,9,12,18,7,9,0,0.0,3924.0,0.0461
7732,海城春天主题酒店西关店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,47,3.862400055,17,26.36,17,19,14,14,17,19,14,14,2,0.1176,3924.0,0.0461
7733,鞍山胜家时尚旅馆人民路店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,33,4.251629829,23,26.36,12,14,7,8,12,14,7,8,0,0.0,3924.0,0.0461
7734,鞍山铁路宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,202,4.0415802,232,26.36,196,233,162,193,196,233,162,193,0,0.0,3924.0,0.0461
7735,鞍山柏悦快捷宾馆,辽宁,鞍山,鞍山站,二星及其他,低星,33,3.703830004,13,26.36,6,6,3,3,5,5,2,2,0,0.0,3924.0,0.0461
7736,鞍山天籁谷温泉客栈,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7737,鞍山矿业宾馆湖南店,辽宁,鞍山,东山风景区,二星及其他,低星,51,4.328410149,39,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7738,鞍山佳乐旅店,辽宁,鞍山,鞍山站,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7739,鞍山顺城商务宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,5.0,1,26.36,3,4,1,1,3,4,1,1,0,0.0,3924.0,0.0461
7740,鞍山永吉宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,5.0,1,26.36,3,3,3,3,3,3,3,3,0,0.0,3924.0,0.0461
7741,鞍山万家宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7742,台安县昊晟商务宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,37,3.923510075,15,26.36,14,17,7,8,13,16,6,7,0,0.0,3924.0,0.0461
7743,鞍山启航时尚酒店公寓,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,10,4.333330154,13,26.36,7,9,4,5,7,9,4,5,4,0.5714,3924.0,0.0461
7744,鞍山财宝商务宾馆,辽宁,鞍山,鞍山站,二星及其他,低星,60,4.985340118,27,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7745,鞍山摩泰商务宾馆,辽宁,鞍山,东山风景区鞍山站,二星及其他,低星,20,4.235660076,196,26.36,58,86,45,67,58,86,45,67,0,0.0,3924.0,0.0461
7746,鞍山彼岸年华商务宾馆,辽宁,鞍山,鞍山西站,二星及其他,低星,10,3.710279942,5,26.36,4,4,1,1,4,4,1,1,2,0.5,3924.0,0.0461
7747,鞍山百度时尚宾馆立山店,辽宁,鞍山,鞍山站,二星及其他,低星,44,3.616060019,88,26.36,9,10,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7748,鞍山顺城时尚宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7749,鞍山千禧商务宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,4.423270226,19,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7750,鞍山恋家旅馆职教城店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,21,5.0,6,26.36,1,1,1,1,1,1,1,1,1,1.0,3924.0,0.0461
7751,鞍山荣兴商务宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,4.471720219,72,26.36,30,40,17,22,30,40,17,22,0,0.0,3924.0,0.0461
7752,鞍山凯联宾馆立山店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,25,4.361579895,19,26.36,10,14,4,5,9,13,3,4,2,0.2222,3924.0,0.0461
7753,鞍山隆旺旅店,辽宁,鞍山,鞍山站,二星及其他,低星,10,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7754,海城米兰商务宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,20,4.282350063,20,26.36,1,1,1,1,1,1,1,1,1,1.0,3924.0,0.0461
7755,鞍山吉利商务宾馆曙光路店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,25,2.997639894,25,26.36,4,4,3,3,4,4,3,3,1,0.25,3924.0,0.0461
7756,鞍山利奥商务宾馆火车站店,辽宁,鞍山,鞍山站,二星及其他,低星,111,4.63793993,184,26.36,36,40,27,28,22,26,17,18,2,0.0909,3924.0,0.0461
7757,海城宗骏大酒店,辽宁,鞍山,鞍山站东山风景区,五星级/豪华,OTA,224,4.514309883,207,26.36,51,74,36,46,1,1,1,1,0,0.0,3924.0,0.0461
7758,海城金泰商务宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,27,3.607270002,16,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7759,鞍山安隆宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,40,3.99973011,177,26.36,107,122,80,90,81,93,61,69,0,0.0,3924.0,0.0461
7760,鞍山鸣春旅店中华南路店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,30,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7761,鞍山鑫缘旅店,辽宁,鞍山,鞍山站,二星及其他,低星,30,5.0,1,26.36,1,2,1,1,1,2,1,1,1,1.0,3924.0,0.0461
7762,鞍山新运和招待所,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,65,4.300000191,15,26.36,2,2,2,2,2,2,2,2,0,0.0,3924.0,0.0461
7763,鞍山百利公寓,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,13,4.25,2,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7764,鞍山捷洁旅馆,辽宁,鞍山,鞍山站,二星及其他,低星,29,4.56757021,4,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7765,海城圣田商务宾馆,辽宁,鞍山,鞍山机场,二星及其他,低星,40,3.995919943,10,26.36,6,10,1,1,5,9,1,1,2,0.4,3924.0,0.0461
7766,鞍山仁和商务旅馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,7,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7767,海城绅豪斯商务宾馆,辽宁,鞍山,鞍山机场,二星及其他,低星,30,3.77128005,10,26.36,2,3,1,2,2,3,1,2,0,0.0,3924.0,0.0461
7768,鞍山格林时尚宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,30,4.601399899,98,26.36,11,11,4,4,8,8,4,4,0,0.0,3924.0,0.0461
7769,鞍山建国旅社,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,38,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7770,海城东鼎商务宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,27,3.356699944,10,26.36,7,7,5,5,7,7,5,5,0,0.0,3924.0,0.0461
7771,海城吉佳旅店,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,18,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7772,鞍山瑞缘宾馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,36,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7773,鞍山欣兰旅馆,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,17,4.25,2,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
7774,鞍山客来安旅社,辽宁,鞍山,鞍山站东山风景区,二星及其他,低星,21,5.0,1,26.36,1,1,1,1,1,1,1,1,0,0.0,3924.0,0.0461
